raspPI_filestart,burstnumb,spp,trialdate,treatment,trialID,startside,burstFrom,burstTo,stalledAt,burstQual,stimQual,nFalseStart,Notes,testtemp,staff,acclimstart,trialstart,trialend,triallength,tunneltemp,holdingtank,fl_mm,mass_g,QAQC_Y_N,TagHex_ID,
T32_08_15_2023,5,DS,8/15/23,VT,T32,R,0,14,6,F,G,0,N/A,12,SG,14:04,14:14,14:25,11,12.8,AES-6,85,3.6,Y,shed,
T32_08_15_2023,6,DS,8/15/23,VT,T32,L,0,14,N/A,G,G,0,N/A,12,SG,14:04,14:14,14:25,11,12.8,AES-6,85,3.6,Y,shed,
T32_08_15_2023,7,DS,8/15/23,VT,T32,R,0,14,N/A,P,P,0,N/A,12,SG,14:04,14:14,14:25,11,12.8,AES-6,85,3.6,Y,shed,
T32_08_15_2023,8,DS,8/15/23,VT,T32,L,0,14,N/A,P,P,0,N/A,12,SG,14:04,14:14,14:25,11,12.8,AES-6,85,3.6,Y,shed,
T32_08_15_2023,9,DS,8/15/23,VT,T32,R,0,14,N/A,F,G,0,"sporadic short bursts, keeps stalling",12,SG,14:04,14:14,14:25,11,12.8,AES-6,85,3.6,Y,shed,
T32_08_15_2023,10,DS,8/15/23,VT,T32,L,0,14,N/A,P,P,0,N/A,12,SG,14:04,14:14,14:25,11,12.8,AES-6,85,3.6,Y,shed,
T32_08_15_2023,11,DS,8/15/23,VT,T32,R,0,14,11,G,G,0,N/A,12,SG,14:04,14:14,14:25,11,12.8,AES-6,85,3.6,Y,shed,
T33_08_16_2023,1,DS,8/16/23,VT,T33,R,0,14,N/A,P,P,0,N/A,12,SG,8:16,8:26,8:37,11,12.6,AES-6,71,2.4,Y,01EA,
T33_08_16_2023,2,DS,8/16/23,VT,T33,L,0,5,N/A,P,F,0,N/A,12,SG,8:16,8:26,8:37,11,12.6,AES-6,71,2.4,Y,01EA,
T33_08_16_2023,3,DS,8/16/23,VT,T33,L,0,0,N/A,P,P,0,fail -disregard,12,SG,8:16,8:26,8:37,11,12.6,AES-6,71,2.4,Y,01EA,
T33_08_16_2023,4,DS,8/16/23,VT,T33,R,0,14,N/A,F,F,0,N/A,12,SG,8:16,8:26,8:37,11,12.6,AES-6,71,2.4,Y,01EA,
T33_08_16_2023,5,DS,8/16/23,VT,T33,L,0,14,N/A,F,G,0,fish is lethargic,12,SG,8:16,8:26,8:37,11,12.6,AES-6,71,2.4,Y,01EA,
T33_08_16_2023,6,DS,8/16/23,VT,T33,R,3,14,N/A,G,G,1,14-Mar,12,SG,8:16,8:26,8:37,11,12.6,AES-6,71,2.4,Y,01EA,
T33_08_16_2023,7,DS,8/16/23,VT,T33,L,0,14,N/A,G,G,0,slow fish,12,SG,8:16,8:26,8:37,11,12.6,AES-6,71,2.4,Y,01EA,
T33_08_16_2023,8,DS,8/16/23,VT,T33,R,5,14,N/A,G,G,1,"5-14, missed 7",12,SG,8:16,8:26,8:37,11,12.6,AES-6,71,2.4,Y,01EA,
T33_08_16_2023,9,DS,8/16/23,VT,T33,L,7,14,N/A,G,G,0,"7-14, missed 10+11",12,SG,8:16,8:26,8:37,11,12.6,AES-6,71,2.4,Y,01EA,
T34_08_16_2023,1,DS,8/16/23,LS,T34,L,0,14,N/A,G,G,1,N/A,12,SG,8:38,8:48,8:57,9,12.8,AES-3,75,3.3,Y,,
T34_08_16_2023,2,DS,8/16/23,LS,T34,R,0,14,10,F,F,0,N/A,12,SG,8:38,8:48,8:57,9,12.8,AES-3,75,3.3,Y,,
T34_08_16_2023,3,DS,8/16/23,LS,T34,L,3,14,N/A,G,G,1,"missed 0,1,2",12,SG,8:38,8:48,8:57,9,12.8,AES-3,75,3.3,Y,,
T34_08_16_2023,4,DS,8/16/23,LS,T34,R,0,0,N/A,P,P,0,laser failure -disregard,12,SG,8:38,8:48,8:57,9,12.8,AES-3,75,3.3,Y,,
T34_08_16_2023,5,DS,8/16/23,LS,T34,L,4,14,N/A,G,G,0,14-Apr,12,SG,8:38,8:48,8:57,9,12.8,AES-3,75,3.3,Y,,
T34_08_16_2023,6,DS,8/16/23,LS,T34,R,0,14,N/A,F,G,0,N/A,12,SG,8:38,8:48,8:57,9,12.8,AES-3,75,3.3,Y,,
T34_08_16_2023,7,DS,8/16/23,LS,T34,L,4,14,N/A,G,G,1,14-Apr,12,SG,8:38,8:48,8:57,9,12.8,AES-3,75,3.3,Y,,
T34_08_16_2023,8,DS,8/16/23,LS,T34,R,0,14,N/A,G,G,0,missed 2,12,SG,8:38,8:48,8:57,9,12.8,AES-3,75,3.3,Y,,
T35_08_16_2023,1,DS,8/16/23,HC,T35,R,0,14,N/A,P,P,0,N/A,12,SG,8:58,9:09,9:20,11,12.8,AES-2,80,3.2,Y,,
T35_08_16_2023,2,DS,8/16/23,HC,T35,L,0,14,N/A,F,P,0,N/A,12,SG,8:58,9:09,9:20,11,12.8,AES-2,80,3.2,Y,,
T35_08_16_2023,3,DS,8/16/23,HC,T35,R,0,0,N/A,P,P,0,laser failure,12,SG,8:58,9:09,9:20,11,12.8,AES-2,80,3.2,Y,,
T35_08_16_2023,4,DS,8/16/23,HC,T35,L,0,5,N/A,P,P,0,N/A,12,SG,8:58,9:09,9:20,11,12.8,AES-2,80,3.2,Y,,
T35_08_16_2023,5,DS,8/16/23,HC,T35,L,0,14,N/A,F,P,1,nosing in to bottom of tunnel,12,SG,8:58,9:09,9:20,11,12.8,AES-2,80,3.2,Y,,
T35_08_16_2023,6,DS,8/16/23,HC,T35,R,0,14,N/A,G,G,0,N/A,12,SG,8:58,9:09,9:20,11,12.8,AES-2,80,3.2,Y,,
T35_08_16_2023,7,DS,8/16/23,HC,T35,L,9,14,N/A,G,G,0,14-Sep,12,SG,8:58,9:09,9:20,11,12.8,AES-2,80,3.2,Y,,
T35_08_16_2023,8,DS,8/16/23,HC,T35,R,0,14,N/A,G,G,0,N/A,12,SG,8:58,9:09,9:20,11,12.8,AES-2,80,3.2,Y,,
T35_08_16_2023,9,DS,8/16/23,HC,T35,L,3,14,12,G,G,0,"3-12; missed 0,1,2",12,SG,8:58,9:09,9:20,11,12.8,AES-2,80,3.2,Y,,
T36_08_16_2023,1,DS,8/16/23,LS,T36,L,0,14,6,F,P,1,N/A,12,SG,9:21,9:32,9:42,10,12.8,AES-3,80,4.2,Y,,
T36_08_16_2023,2,DS,8/16/23,LS,T36,R,0,0,N/A,P,P,1,laser failure -disregard,12,SG,9:21,9:32,9:42,10,12.8,AES-3,80,4.2,Y,,
T36_08_16_2023,3,DS,8/16/23,LS,T36,L,0,14,N/A,P,G,0,N/A,12,SG,9:21,9:32,9:42,10,12.8,AES-3,80,4.2,Y,,
T36_08_16_2023,4,DS,8/16/23,LS,T36,R,0,14,9,G,G,0,0-9,12,SG,9:21,9:32,9:42,10,12.8,AES-3,80,4.2,Y,,
T36_08_16_2023,5,DS,8/16/23,LS,T36,L,4,14,N/A,G,G,0,14-Apr,12,SG,9:21,9:32,9:42,10,12.8,AES-3,80,4.2,Y,,
T36_08_16_2023,6,DS,8/16/23,LS,T36,R,6,14,N/A,G,G,0,"6-14, jumped",12,SG,9:21,9:32,9:42,10,12.8,AES-3,80,4.2,Y,,
T36_08_16_2023,7,DS,8/16/23,LS,T36,L,0,14,N/A,P,P,0,N/A,12,SG,9:21,9:32,9:42,10,12.8,AES-3,80,4.2,Y,,
T36_08_16_2023,8,DS,8/16/23,LS,T36,R,0,14,N/A,G,G,0,delay due to laser misallignment,12,SG,9:21,9:32,9:42,10,12.8,AES-3,80,4.2,Y,,
T37_08_16_2023,1,DS,8/16/23,VS,T37,R,0,14,N/A,G,G,0,N/A,12,SG,9:43,9:53,10:02,9,12.9,AES-4,79,2.9,Y,,
T37_08_16_2023,2,DS,8/16/23,VS,T37,L,6,14,N/A,G,G,0,14-Jun,12,SG,9:43,9:53,10:02,9,12.9,AES-4,79,2.9,Y,,
T37_08_16_2023,3,DS,8/16/23,VS,T37,R,0,14,N/A,P,P,1,N/A,12,SG,9:43,9:53,10:02,9,12.9,AES-4,79,2.9,Y,,
T37_08_16_2023,4,DS,8/16/23,VS,T37,L,2,14,N/A,G,G,0,"2-14, missed 0+1",12,SG,9:43,9:53,10:02,9,12.9,AES-4,79,2.9,Y,,
T37_08_16_2023,5,DS,8/16/23,VS,T37,R,0,14,N/A,P,P,1,N/A,12,SG,9:43,9:53,10:02,9,12.9,AES-4,79,2.9,Y,,
T37_08_16_2023,6,DS,8/16/23,VS,T37,L,6,14,N/A,G,G,0,"6-14, missed 7",12,SG,9:43,9:53,10:02,9,12.9,AES-4,79,2.9,Y,,
T37_08_16_2023,7,DS,8/16/23,VS,T37,R,0,14,N/A,G,G,1,N/A,12,SG,9:43,9:53,10:02,9,12.9,AES-4,79,2.9,Y,,
T37_08_16_2023,8,DS,8/16/23,VS,T37,L,4,14,N/A,G,G,1,14-Apr,12,SG,9:43,9:53,10:02,9,12.9,AES-4,79,2.9,Y,,
T38_08_16_2023,1,DS,8/16/23,LT,T38,L,2,14,N/A,G,G,0,missed laser 1,12,SG,10:03,10:04,10:26,22,12.5,AES-5,82,4,Y,013D,
T38_08_16_2023,2,DS,8/16/23,LT,T38,R,0,14,N/A,P,P,1,N/A,12,SG,10:03,10:04,10:26,22,12.5,AES-5,82,4,Y,013D,
T38_08_16_2023,3,DS,8/16/23,LT,T38,R,0,14,7,F,G,0,N/A,12,SG,10:03,10:04,10:26,22,12.5,AES-5,82,4,Y,013D,
T38_08_16_2023,4,DS,8/16/23,LT,T38,L,0,14,N/A,F,F,0,N/A,12,SG,10:03,10:04,10:26,22,12.5,AES-5,82,4,Y,013D,
T38_08_16_2023,5,DS,8/16/23,LT,T38,R,0,14,N/A,P,P,0,N/A,12,SG,10:03,10:04,10:26,22,12.5,AES-5,82,4,Y,013D,
T38_08_16_2023,6,DS,8/16/23,LT,T38,L,0,14,N/A,G,G,0,missed 5+7,12,SG,10:03,10:04,10:26,22,12.5,AES-5,82,4,Y,013D,
T38_08_16_2023,7,DS,8/16/23,LT,T38,R,0,14,N/A,P,P,0,N/A,12,SG,10:03,10:04,10:26,22,12.5,AES-5,82,4,Y,013D,
T38_08_16_2023,8,DS,8/16/23,LT,T38,L,4,14,N/A,G,G,0,14-Apr,12,SG,10:03,10:04,10:26,22,12.5,AES-5,82,4,Y,013D,
T38_08_16_2023,9,DS,8/16/23,LT,T38,R,3,14,9,G,F,0,N/A,12,SG,10:03,10:04,10:26,22,12.5,AES-5,82,4,Y,013D,
T39_08_16_2023,1,DS,8/16/23,VS,T39,R,2,14,N/A,G,P,0,fish has VIE tag; 3-14,12,SG,10:27,10:37,10:45,8,12.8,AES-4,79,2.4,Y,,
T39_08_16_2023,2,DS,8/16/23,VS,T39,L,6,14,N/A,G,G,0,fish has VIE tag; 2-14,12,SG,10:27,10:37,10:45,8,12.8,AES-4,79,2.4,Y,,
T39_08_16_2023,3,DS,8/16/23,VS,T39,R,0,14,N/A,G,G,0,fish has VIE tag; 6-14,12,SG,10:27,10:37,10:45,8,12.8,AES-4,79,2.4,Y,,
T39_08_16_2023,4,DS,8/16/23,VS,T39,L,0,14,N/A,G,G,1,fish has VIE tag,12,SG,10:27,10:37,10:45,8,12.8,AES-4,79,2.4,Y,,
T39_08_16_2023,5,DS,8/16/23,VS,T39,R,0,14,N/A,P,P,0,fish has VIE tag,12,SG,10:27,10:37,10:45,8,12.8,AES-4,79,2.4,Y,,
T39_08_16_2023,6,DS,8/16/23,VS,T39,L,5,14,N/A,P,P,0,fish has VIE tag,12,SG,10:27,10:37,10:45,8,12.8,AES-4,79,2.4,Y,,
T39_08_16_2023,7,DS,8/16/23,VS,T39,R,4,14,N/A,G,G,1,fish has VIE tag; 5-14,12,SG,10:27,10:37,10:45,8,12.8,AES-4,79,2.4,Y,,
T39_08_16_2023,8,DS,8/16/23,VS,T39,L,0,14,N/A,G,G,0,"fish has VIE tag; missed 0,1,2; good 4-14",12,SG,10:27,10:37,10:45,8,12.8,AES-4,79,2.4,Y,,
T40_08_16_2023,1,DS,8/16/23,HC,T40,L,0,14,N/A,F,P,0,N/A,12,SG,10:45,10:57,11:06,9,12.8,AES-2,68,2.1,Y,,
T40_08_16_2023,2,DS,8/16/23,HC,T40,R,4,14,N/A,G,G,0,"missed 1,2,3 , high end water column",12,SG,10:45,10:57,11:06,9,12.8,AES-2,68,2.1,Y,,
T40_08_16_2023,3,DS,8/16/23,HC,T40,L,4,14,N/A,G,G,0,14-Apr,12,SG,10:45,10:57,11:06,9,12.8,AES-2,68,2.1,Y,,
T40_08_16_2023,4,DS,8/16/23,HC,T40,R,4,14,N/A,G,G,1,13-Apr,12,SG,10:45,10:57,11:06,9,12.8,AES-2,68,2.1,Y,,
T40_08_16_2023,5,DS,8/16/23,HC,T40,L,0,14,N/A,F,P,0,fish vent. heavily. Gave extra rest befor 6th trial,12,SG,10:45,10:57,11:06,9,12.8,AES-2,68,2.1,Y,,
T40_08_16_2023,6,DS,8/16/23,HC,T40,R,0,14,N/A,P,P,0,N/A,12,SG,10:45,10:57,11:06,9,12.8,AES-2,68,2.1,Y,,
T40_08_16_2023,7,DS,8/16/23,HC,T40,L,6,14,N/A,G,G,1,14-Jun,12,SG,10:45,10:57,11:06,9,12.8,AES-2,68,2.1,Y,,
T40_08_16_2023,8,DS,8/16/23,HC,T40,R,0,14,N/A,P,P,0,N/A,12,SG,10:45,10:57,11:06,9,12.8,AES-2,68,2.1,Y,,
T41_08_16_2023,1,DS,8/16/23,VS,T41,R,0,14,6,P,P,0,N/A,12,SG,11:06,11:16,11:23,7,12.8,AES-4,75,2.5,Y,,
T41_08_16_2023,2,DS,8/16/23,VS,T41,L,3,14,12,G,G,1,14-Mar,12,SG,11:06,11:16,11:23,7,12.8,AES-4,75,2.5,Y,,
T41_08_16_2023,3,DS,8/16/23,VS,T41,R,0,14,N/A,P,P,1,N/A,12,SG,11:06,11:16,11:23,7,12.8,AES-4,75,2.5,Y,,
T41_08_16_2023,4,DS,8/16/23,VS,T41,L,0,5,N/A,G,G,1,0-5,12,SG,11:06,11:16,11:23,7,12.8,AES-4,75,2.5,Y,,
T41_08_16_2023,5,DS,8/16/23,VS,T41,R,2,7,7,G,G,1,7-Feb,12,SG,11:06,11:16,11:23,7,12.8,AES-4,75,2.5,Y,,
T41_08_16_2023,6,DS,8/16/23,VS,T41,L,8,14,N/A,G,G,0,"4-14; missed 5,6,7",12,SG,11:06,11:16,11:23,7,12.8,AES-4,75,2.5,Y,,
T41_08_16_2023,7,DS,8/16/23,VS,T41,R,0,0,N/A,P,P,1,N/A,12,SG,11:06,11:16,11:23,7,12.8,AES-4,75,2.5,Y,,
T41_08_16_2023,8,DS,8/16/23,VS,T41,L,0,0,N/A,N/A,N/A,N/A,fish jumped out of chamber/ euth.,12,SG,11:06,11:16,11:23,7,12.8,AES-4,75,2.5,Y,,
T42_08_16_2023,1,DS,8/16/23,VT,T42,L,0,14,N/A,P,P,0,N/A,12,SG,11:24,11:34,11:45,11,12.6,AES-6,68,1.8,Y,03D3,
T42_08_16_2023,2,DS,8/16/23,VT,T42,R,0,14,N/A,P,P,1,N/A,12,SG,11:24,11:34,11:45,11,12.6,AES-6,68,1.8,Y,03D3,
T42_08_16_2023,3,DS,8/16/23,VT,T42,L,0,14,N/A,F,P,0,N/A,12,SG,11:24,11:34,11:45,11,12.6,AES-6,68,1.8,Y,03D3,
T42_08_16_2023,4,DS,8/16/23,VT,T42,R,0,14,N/A,G,G,0,missed 12+13,12,SG,11:24,11:34,11:45,11,12.6,AES-6,68,1.8,Y,03D3,
T42_08_16_2023,5,DS,8/16/23,VT,T42,L,0,14,N/A,P,P,0,N/A,12,SG,11:24,11:34,11:45,11,12.6,AES-6,68,1.8,Y,03D3,
T42_08_16_2023,6,DS,8/16/23,VT,T42,R,0,14,N/A,P,P,1,N/A,12,SG,11:24,11:34,11:45,11,12.6,AES-6,68,1.8,Y,03D3,
T42_08_16_2023,7,DS,8/16/23,VT,T42,R,0,14,N/A,P,P,1,fish given extra breath due to exhaustion,12,SG,11:24,11:34,11:45,11,12.6,AES-6,68,1.8,Y,03D3,
T42_08_16_2023,8,DS,8/16/23,VT,T42,L,0,14,N/A,G,G,0,N/A,12,SG,11:24,11:34,11:45,11,12.6,AES-6,68,1.8,Y,03D3,
T42_08_16_2023,9,DS,8/16/23,VT,T42,R,0,14,N/A,P,F,0,N/A,12,SG,11:24,11:34,11:45,11,12.6,AES-6,68,1.8,Y,03D3,
T42_08_16_2023,10,DS,8/16/23,VT,T42,L,2,14,N/A,G,G,0,missed gate 1; fish is exhausted,12,SG,11:24,11:34,11:45,11,12.6,AES-6,68,1.8,Y,03D3,
T43_08_16_2023,1,DS,8/16/23,FC,T43,R,0,14,7,F,P,0,N/A,12,SG,11:46,11:56,12:03,7,12.9,AES-1,74,2.9,Y,,
T43_08_16_2023,2,DS,8/16/23,FC,T43,L,0,10,N/A,P,P,0,N/A,12,SG,11:46,11:56,12:03,7,12.9,AES-1,74,2.9,Y,,
T43_08_16_2023,3,DS,8/16/23,FC,T43,L,0,4,N/A,P,P,0,N/A,12,SG,11:46,11:56,12:03,7,12.9,AES-1,74,2.9,Y,,
T43_08_16_2023,4,DS,8/16/23,FC,T43,L,0,14,8,G,G,0,N/A,12,SG,11:46,11:56,12:03,7,12.9,AES-1,74,2.9,Y,,
T43_08_16_2023,5,DS,8/16/23,FC,T43,R,0,14,9,G,G,1,N/A,12,SG,11:46,11:56,12:03,7,12.9,AES-1,74,2.9,Y,,
T43_08_16_2023,6,DS,8/16/23,FC,T43,L,2,14,N/A,G,P,0,14-Feb,12,SG,11:46,11:56,12:03,7,12.9,AES-1,74,2.9,Y,,
T43_08_16_2023,7,DS,8/16/23,FC,T43,R,4,14,N/A,G,G,1,14-Apr,12,SG,11:46,11:56,12:03,7,12.9,AES-1,74,2.9,Y,,
T43_08_16_2023,8,DS,8/16/23,FC,T43,L,,N/A,N/A,P,P,1,N/A,12,SG,11:46,11:56,12:03,7,12.9,AES-1,74,2.9,Y,,
T44_08_16_2023,1,DS,8/16/23,LS,T44,L,0,14,9,G,G,0,N/A,12,SG,12:04,12:14,12:23,9,12.7,AES-3,84,4.3,Y,,
T44_08_16_2023,2,DS,8/16/23,LS,T44,R,10,14,N/A,G,G,0,14-Oct,12,SG,12:04,12:14,12:23,9,12.7,AES-3,84,4.3,Y,,
T44_08_16_2023,3,DS,8/16/23,LS,T44,L,0,14,N/A,P,G,0,upper water column,12,SG,12:04,12:14,12:23,9,12.7,AES-3,84,4.3,Y,,
T44_08_16_2023,4,DS,8/16/23,LS,T44,R,0,14,N/A,P,G,0,N/A,12,SG,12:04,12:14,12:23,9,12.7,AES-3,84,4.3,Y,,
T44_08_16_2023,5,DS,8/16/23,LS,T44,L,0,14,5,G,G,0,0-5,12,SG,12:04,12:14,12:23,9,12.7,AES-3,84,4.3,Y,,
T44_08_16_2023,6,DS,8/16/23,LS,T44,R,0,14,N/A,P,P,0,flaring gills; given more time to acclimate before next burst.,12,SG,12:04,12:14,12:23,9,12.7,AES-3,84,4.3,Y,,
T44_08_16_2023,7,DS,8/16/23,LS,T44,R,4,14,N/A,G,G,2,14-Apr,12,SG,12:04,12:14,12:23,9,12.7,AES-3,84,4.3,Y,,
T44_08_16_2023,8,DS,8/16/23,LS,T44,L,0,14,N/A,G,G,0,Amazing,12,SG,12:04,12:14,12:23,9,12.7,AES-3,84,4.3,Y,,
T45_08_16_2023,1,DS,8/16/23,LT,T45,L,0,14,N/A,G,G,0,"missed 4, 5, 6, 7, 9, 10, 11",12,SG,12:23,12:34,12:41,7,12.6,AES-5,80,3.1,Y,0295,
T45_08_16_2023,2,DS,8/16/23,LT,T45,R,5,14,N/A,F,F,0,9-May,12,SG,12:23,12:34,12:41,7,12.6,AES-5,80,3.1,Y,0295,
T45_08_16_2023,3,DS,8/16/23,LT,T45,L,0,14,N/A,P,P,0,N/A,12,SG,12:23,12:34,12:41,7,12.6,AES-5,80,3.1,Y,0295,
T45_08_16_2023,4,DS,8/16/23,LT,T45,R,0,14,N/A,P,P,0,laser malfunction.,12,SG,12:23,12:34,12:41,7,12.6,AES-5,80,3.1,Y,0295,
T45_08_16_2023,5,DS,8/16/23,LT,T45,L,0,14,N/A,P,G,0,N/A,12,SG,12:23,12:34,12:41,7,12.6,AES-5,80,3.1,Y,0295,
T45_08_16_2023,6,DS,8/16/23,LT,T45,R,0,14,11,G,G,0,N/A,12,SG,12:23,12:34,12:41,7,12.6,AES-5,80,3.1,Y,0295,
T45_08_16_2023,7,DS,8/16/23,LT,T45,L,0,14,N/A,P,F,0,N/A,12,SG,12:23,12:34,12:41,7,12.6,AES-5,80,3.1,Y,0295,
T45_08_16_2023,8,DS,8/16/23,LT,T45,R,2,14,N/A,G,G,1,"2-14; missed 4, 5, 7",12,SG,12:23,12:34,12:41,7,12.6,AES-5,80,3.1,Y,0295,
T46_08_16_2023,1,DS,8/16/23,VT,T46,L,0,14,N/A,G,G,1,N/A,12,SG,12:41,12:51,12:59,8,12.9,AES-6,78,3.4,Y,031D,
T46_08_16_2023,2,DS,8/16/23,VT,T46,R,3,14,N/A,G,G,0,disregard gate 11; good 3-14,12,SG,12:41,12:51,12:59,8,12.9,AES-6,78,3.4,Y,031D,
T46_08_16_2023,3,DS,8/16/23,VT,T46,L,8,14,N/A,G,G,1,14-Aug,12,SG,12:41,12:51,12:59,8,12.9,AES-6,78,3.4,Y,031D,
T46_08_16_2023,4,DS,8/16/23,VT,T46,R,3,14,10,G,G,2,9-Mar,12,SG,12:41,12:51,12:59,8,12.9,AES-6,78,3.4,Y,031D,
T46_08_16_2023,5,DS,8/16/23,VT,T46,L,0,14,N/A,G,G,0,N/A,12,SG,12:41,12:51,12:59,8,12.9,AES-6,78,3.4,Y,031D,
T46_08_16_2023,6,DS,8/16/23,VT,T46,R,0,14,8,G,G,0,N/A,12,SG,12:41,12:51,12:59,8,12.9,AES-6,78,3.4,Y,031D,
T46_08_16_2023,7,DS,8/16/23,VT,T46,L,0,14,N/A,F,G,0,fish getting tired,12,SG,12:41,12:51,12:59,8,12.9,AES-6,78,3.4,Y,031D,
T46_08_16_2023,8,DS,8/16/23,VT,T46,R,6,14,N/A,G,G,1,14-Jun,12,SG,12:41,12:51,12:59,8,12.9,AES-6,78,3.4,Y,031D,
T47_08_16_2023,1,DS,8/16/23,LT,T47,R,0,14,N/A,P,G,1,N/A,12,SG,1:00,1:10,1:17,7,13.1,AES-5,75,3,Y,02AB,
T47_08_16_2023,2,DS,8/16/23,LT,T47,L,0,14,N/A,F,F,0,N/A,12,SG,1:00,1:10,1:17,7,13.1,AES-5,75,3,Y,02AB,
T47_08_16_2023,3,DS,8/16/23,LT,T47,R,2,14,N/A,G,G,0,14-Feb,12,SG,1:00,1:10,1:17,7,13.1,AES-5,75,3,Y,02AB,
T47_08_16_2023,4,DS,8/16/23,LT,T47,L,0,14,N/A,G,G,0,N/A,12,SG,1:00,1:10,1:17,7,13.1,AES-5,75,3,Y,02AB,
T47_08_16_2023,5,DS,8/16/23,LT,T47,R,0,14,N/A,P,G,0,N/A,12,SG,1:00,1:10,1:17,7,13.1,AES-5,75,3,Y,02AB,
T47_08_16_2023,6,DS,8/16/23,LT,T47,L,0,14,N/A,F,G,0,N/A,12,SG,1:00,1:10,1:17,7,13.1,AES-5,75,3,Y,02AB,
T47_08_16_2023,7,DS,8/16/23,LT,T47,R,4,14,N/A,G,G,0,"4-14; missed 5, 6, 7",12,SG,1:00,1:10,1:17,7,13.1,AES-5,75,3,Y,02AB,
T47_08_16_2023,8,DS,8/16/23,LT,T47,L,4,14,N/A,G,G,0,14-Apr,12,SG,1:00,1:10,1:17,7,13.1,AES-5,75,3,Y,02AB,
T48_08_16_2023,1,DS,8/16/23,FC,T48,R,3,14,N/A,G,G,1,3-14; missed 12; Fish appears gravid before being placed in tunnel.,12,SG,1:18,1:29,1:37,8,13,AES-1,75,3.8,Y,,
T48_08_16_2023,2,DS,8/16/23,FC,T48,L,4,14,N/A,G,G,0,4-14; Fish appears gravid before being placed in tunnel.,12,SG,1:18,1:29,1:37,8,13,AES-1,75,3.8,Y,,
T48_08_16_2023,3,DS,8/16/23,FC,T48,R,0,14,N/A,G,G,0,"missed 9, 10; Fish appears gravid before being placed in tunnel.",12,SG,1:18,1:29,1:37,8,13,AES-1,75,3.8,Y,,
T48_08_16_2023,4,DS,8/16/23,FC,T48,L,1,14,N/A,G,G,1,1-14; Fish appears gravid before being placed in tunnel.,12,SG,1:18,1:29,1:37,8,13,AES-1,75,3.8,Y,,
T48_08_16_2023,5,DS,8/16/23,FC,T48,R,0,14,N/A,P,P,1,Fish appears gravid before being placed in tunnel.,12,SG,1:18,1:29,1:37,8,13,AES-1,75,3.8,Y,,
T48_08_16_2023,6,DS,8/16/23,FC,T48,L,4,14,N/A,G,G,0,4-14; Fish appears gravid before being placed in tunnel.,12,SG,1:18,1:29,1:37,8,13,AES-1,75,3.8,Y,,
T48_08_16_2023,7,DS,8/16/23,FC,T48,R,3,14,N/A,G,G,0,3-14; missed 9; Fish appears gravid before being placed in tunnel. ,12,SG,1:18,1:29,1:37,8,13,AES-1,75,3.8,Y,,
T48_08_16_2023,8,DS,8/16/23,FC,T48,L,0,14,12,G,G,0,Fish appears gravid before being placed in tunnel.,12,SG,1:18,1:29,1:37,8,13,AES-1,75,3.8,Y,,
T49_08_17_2023,1,DS,8/17/23,HC,T49,L,6,14,N/A,F,G,0,14-Jun,12,SG,8:20,8:30,8:38,8,13.1,AES-8,68,2.1,Y,,
T49_08_17_2023,2,DS,8/17/23,HC,T49,R,5,14,N/A,G,G,0,14-May,12,SG,8:20,8:30,8:38,8,13.1,AES-8,68,2.1,Y,,
T49_08_17_2023,3,DS,8/17/23,HC,T49,L,4,14,N/A,G,G,1,14-Apr,12,SG,8:20,8:30,8:38,8,13.1,AES-8,68,2.1,Y,,
T49_08_17_2023,4,DS,8/17/23,HC,T49,R,0,14,N/A,F,P,0,N/A,12,SG,8:20,8:30,8:38,8,13.1,AES-8,68,2.1,Y,,
T49_08_17_2023,5,DS,8/17/23,HC,T49,L,5,14,N/A,G,G,0,14-May,12,SG,8:20,8:30,8:38,8,13.1,AES-8,68,2.1,Y,,
T49_08_17_2023,6,DS,8/17/23,HC,T49,R,0,6,7,F,P,0,0-6,12,SG,8:20,8:30,8:38,8,13.1,AES-8,68,2.1,Y,,
T49_08_17_2023,7,DS,8/17/23,HC,T49,L,0,14,N/A,P,P,1,N/A,12,SG,8:20,8:30,8:38,8,13.1,AES-8,68,2.1,Y,,
T49_08_17_2023,8,DS,8/17/23,HC,T49,R,0,14,N/A,F,P,0,N/A,12,SG,8:20,8:30,8:38,8,13.1,AES-8,68,2.1,Y,,
T49_08_17_2023,9,DS,8/17/23,HC,T49,L,5,13,N/A,G,F,0,13-May,12,SG,8:20,8:30,8:38,8,13.1,AES-8,68,2.1,Y,,
T50_08_17_2023,1,DS,8/17/23,LS,T50,L,0,14,9,G,P,0,N/A,12,SG,8:39,8:50,8:58,8,12.6,AES-9,80,3.6,Y,,
T50_08_17_2023,2,DS,8/17/23,LS,T50,R,0,14,N/A,P,P,0,disregard- laser malfunction,12,SG,8:39,8:50,8:58,8,12.6,AES-9,80,3.6,Y,,
T50_08_17_2023,3,DS,8/17/23,LS,T50,L,0,14,7,G,P,0,0-7,12,SG,8:39,8:50,8:58,8,12.6,AES-9,80,3.6,Y,,
T50_08_17_2023,4,DS,8/17/23,LS,T50,R,0,14,11,G,G,0,N/A,12,SG,8:39,8:50,8:58,8,12.6,AES-9,80,3.6,Y,,
T50_08_17_2023,5,DS,8/17/23,LS,T50,L,0,4,N/A,P,P,0,N/A,12,SG,8:39,8:50,8:58,8,12.6,AES-9,80,3.6,Y,,
