raspPI_filestart,spp,hatchdate,f_status,tagdate,staff,trialdate,accstart,trialstart,trialend,tunneltemp,tagID,treatment,trialID,holdingtank,fl_mm,mass_g,sex,burstnumb,startside,burstFrom,burstTo,stalledAt,burstQual,stimQual,nFalseStart,Notes
T63_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, KK",1/22/24,10:41:00,10:55:00,11:03:00,12.2,05AD,VT,T63,9,69,2.47,M,1,L,NA,NA,,P,P,1,
T63_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, KK",1/22/24,10:41:00,10:55:00,11:03:00,12.2,05AD,VT,T63,9,69,2.47,M,2,R,NA,NA,,P,P,,
T63_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, KK",1/22/24,10:41:00,10:55:00,11:03:00,12.2,05AD,VT,T63,9,69,2.47,M,3,L,8,14,,G,G,,
T63_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, KK",1/22/24,10:41:00,10:55:00,11:03:00,12.2,05AD,VT,T63,9,69,2.47,M,4,R,0,4,,G,G,1,"Missed 6-9, mal @10"
T63_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, KK",1/22/24,10:41:00,10:55:00,11:03:00,12.2,05AD,VT,T63,9,69,2.47,M,5,L,5,11,12,G,G,1,
T63_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, KK",1/22/24,10:41:00,10:55:00,11:03:00,12.2,05AD,VT,T63,9,69,2.47,M,6,R,NA,NA,,G,G,,Fail disregard
T63_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, KK",1/22/24,10:41:00,10:55:00,11:03:00,12.2,05AD,VT,T63,9,69,2.47,M,7,L,5,14,,G,G,,
T63_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, KK",1/22/24,10:41:00,10:55:00,11:03:00,12.2,05AD,VT,T63,9,69,2.47,M,8,R,4,14,,G,G,,"Missed 6-9, mal @10    "
T64_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH ",1/22/24,11:08:00,11:19:00,11:30:00,12.4,05C2,LT,T64,8,78,3.53,F,1,R,2,14,,G,G,,"Missed 6-9, mal @10    "
T64_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH ",1/22/24,11:08:00,11:19:00,11:30:00,12.4,05C2,LT,T64,8,78,3.53,F,2,L,5,14,,G,P,,
T64_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH ",1/22/24,11:08:00,11:19:00,11:30:00,12.4,05C2,LT,T64,8,78,3.53,F,3,R,NA,NA,,P,P,,
T64_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH ",1/22/24,11:08:00,11:19:00,11:30:00,12.4,05C2,LT,T64,8,78,3.53,F,4,L,5,14,,G,G,1,
T64_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH ",1/22/24,11:08:00,11:19:00,11:30:00,12.4,05C2,LT,T64,8,78,3.53,F,5,R,NA,NA,,P,P,,
T64_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH ",1/22/24,11:08:00,11:19:00,11:30:00,12.4,05C2,LT,T64,8,78,3.53,F,6,L,5,14,,F,P,,
T64_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH ",1/22/24,11:08:00,11:19:00,11:30:00,12.4,05C2,LT,T64,8,78,3.53,F,7,R,10,14,,G,G,,
T64_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH ",1/22/24,11:08:00,11:19:00,11:30:00,12.4,05C2,LT,T64,8,78,3.53,F,8,L,NA,NA,,P,P,,
T65_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, KK",1/22/24,11:30:00,11:44:00,11:53:00,12.3,01B8,VT,T65,9,75,2.66,F,1,L,5,14,,G,G,,
T65_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, KK",1/22/24,11:30:00,11:44:00,11:53:00,12.3,01B8,VT,T65,9,75,2.66,F,2,R,11,14,,G,G,,
T65_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, KK",1/22/24,11:30:00,11:44:00,11:53:00,12.3,01B8,VT,T65,9,75,2.66,F,3,R,NA,NA,,P,P,,Fail disregard
T65_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, KK",1/22/24,11:30:00,11:44:00,11:53:00,12.3,01B8,VT,T65,9,75,2.66,F,4,L,5,14,,G,G,,"Fish appears stressed, mal @ 11"
T65_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, KK",1/22/24,11:30:00,11:44:00,11:53:00,12.3,01B8,VT,T65,9,75,2.66,F,5,R,NA,NA,,P,P,,"Missed 8-10, fail disregard"
T65_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, KK",1/22/24,11:30:00,11:44:00,11:53:00,12.3,01B8,VT,T65,9,75,2.66,F,6,L,NA,NA,,P,G,,
T65_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, KK",1/22/24,11:30:00,11:44:00,11:53:00,12.3,01B8,VT,T65,9,75,2.66,F,7,R,5,14,,G,G,,"10 malfunctioned, missed 6-9"
T65_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, KK",1/22/24,11:30:00,11:44:00,11:53:00,12.3,01B8,VT,T65,9,75,2.66,F,8,L,11,14,,P,P,,Fail disregard
T65_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, KK",1/22/24,11:30:00,11:44:00,11:53:00,12.3,01B8,VT,T65,9,75,2.66,F,9,R,11,14,,G,G,,
T66_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,11:54:00,12:08:00,12:23:00,12.6,365,LT,T66,8,71,1.76,M,1,L,NA,NA,,P,G,1,
T66_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,11:54:00,12:08:00,12:23:00,12.6,365,LT,T66,8,71,1.76,M,2,L,5,14,,G,G,,
T66_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,11:54:00,12:08:00,12:23:00,12.6,365,LT,T66,8,71,1.76,M,3,R,NA,NA,,P,P,,Fail disregard
T66_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,11:54:00,12:08:00,12:23:00,12.6,365,LT,T66,8,71,1.76,M,4,L,NA,NA,,P,P,,Fail disregard
T66_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,11:54:00,12:08:00,12:23:00,12.6,365,LT,T66,8,71,1.76,M,5,L,NA,NA,,P,P,2,"Fail disregard, fish not responding to stim, given time to rest"
T66_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,11:54:00,12:08:00,12:23:00,12.6,365,LT,T66,8,71,1.76,M,6,L,NA,NA,,P,P,2,Fail disregard
T66_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,11:54:00,12:08:00,12:23:00,12.6,365,LT,T66,8,71,1.76,M,7,R,NA,NA,,P,G,2,
T66_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,11:54:00,12:08:00,12:23:00,12.6,365,LT,T66,8,71,1.76,M,8,R,0,5,,F,P,,
T66_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,11:54:00,12:08:00,12:23:00,12.6,365,LT,T66,8,71,1.76,M,9,L,NA,NA,,P,P,1,Fail disregard
T66_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,11:54:00,12:08:00,12:23:00,12.6,365,LT,T66,8,71,1.76,M,10,L,NA,NA,,P,G,2,
T66_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,11:54:00,12:08:00,12:23:00,12.6,365,LT,T66,8,71,1.76,M,11,R,5,14,,G,G,1,"Mal @10, missed 6-9"
T66_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,11:54:00,12:08:00,12:23:00,12.6,365,LT,T66,8,71,1.76,M,12,L,5,14,,G,G,,
T67_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,12:25:00,12:35:00,,12.4,NA,FC,T67,7,52,0.64,M,1,R,NA,NA,,P,P,,"Fail disregard, fish too small, lasers not recording "
T67_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,12:25:00,12:35:00,,12.4,NA,FC,T67,7,52,0.64,M,2,L,5,11,,G,G,,"Fish too small, lasers not recording"
T67_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,12:25:00,12:35:00,,12.4,NA,FC,T67,7,52,0.64,M,3,R,NA,NA,,P,P,1,"Fail disregard, fish too small, lasers not recording "
T67_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,12:25:00,12:35:00,,12.4,NA,FC,T67,7,52,0.64,M,4,R,NA,NA,,P,P,,"Fail disregard, fish too small, lasers not recording "
T67_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,12:25:00,12:35:00,,12.4,NA,FC,T67,7,52,0.64,M,5,L,6,9,10,G,G,1,"Missed 8, fish too small, lasers not recording "
T67_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,12:25:00,12:35:00,,12.4,NA,FC,T67,7,52,0.64,M,6,R,NA,NA,,P,P,,"Fail disregard, fish too small, lasers not recording "
T67_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,12:25:00,12:35:00,,12.4,NA,FC,T67,7,52,0.64,M,7,L,NA,NA,,P,P,,"Fail disregard, fish too small, lasers not recording "
T67_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,12:25:00,12:35:00,,12.4,NA,FC,T67,7,52,0.64,M,8,R,NA,NA,,P,P,,"Fail disregard, fish too small, lasers not recording "
T67_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,12:25:00,12:35:00,,12.4,NA,FC,T67,7,52,0.64,M,9,L,5,13,14,G,G,,"Fishtoo small, lasers not recording"
T68_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,12:47:00,12:58:00,13:08:00,12.9,232,VT,T68,9,70,2.43,M,1,R,0,12,,G,G,,"Mal @10, missed 6-9"
T68_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,12:47:00,12:58:00,13:08:00,12.9,232,VT,T68,9,70,2.43,M,2,L,6,11,,G,G,,
T68_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,12:47:00,12:58:00,13:08:00,12.9,232,VT,T68,9,70,2.43,M,3,R,NA,NA,,P,P,,Fail disregard
T68_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,12:47:00,12:58:00,13:08:00,12.9,232,VT,T68,9,70,2.43,M,4,L,NA,NA,,P,P,1,"Fail disregard, laser malfunction"
T68_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,12:47:00,12:58:00,13:08:00,12.9,232,VT,T68,9,70,2.43,M,5,R,0,14,,G,G,,"Panicking, mal @10, missed 6-9 "
T68_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,12:47:00,12:58:00,13:08:00,12.9,232,VT,T68,9,70,2.43,M,6,L,6,10,,G,G,,
T68_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,12:47:00,12:58:00,13:08:00,12.9,232,VT,T68,9,70,2.43,M,7,R,11,14,,G,G,,
T68_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,12:47:00,12:58:00,13:08:00,12.9,232,VT,T68,9,70,2.43,M,8,L,NA,NA,,P,P,1,Fail disregard
T69_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,13:11:00,13:22:00,13:31:00,12.9,55,VT,T69,9,84,4.23,F,1,L,NA,NA,,P,P,1,Fail disregard
T69_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,13:11:00,13:22:00,13:31:00,12.9,55,VT,T69,9,84,4.23,F,2,R,NA,NA,,P,P,,Fail disregard
T69_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,13:11:00,13:22:00,13:31:00,12.9,55,VT,T69,9,84,4.23,F,3,L,5,14,,G,G,,"Mal @13, missed 12"
T69_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,13:11:00,13:22:00,13:31:00,12.9,55,VT,T69,9,84,4.23,F,4,R,3,14,,G,G,,"Panicking, mal @10, missed 6-9"
T69_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,13:11:00,13:22:00,13:31:00,12.9,55,VT,T69,9,84,4.23,F,5,L,5,14,,G,G,,
T69_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,13:11:00,13:22:00,13:31:00,12.9,55,VT,T69,9,84,4.23,F,6,R,11,14,,G,G,,
T69_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,13:11:00,13:22:00,13:31:00,12.9,55,VT,T69,9,84,4.23,F,7,L,5,14,,G,G,,
T69_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,13:11:00,13:22:00,13:31:00,12.9,55,VT,T69,9,84,4.23,F,8,R,NA,NA,,P,P,,Fail disregard
T70_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,13:34:00,13:46:00,13:55:00,12.7,NA,FC,T70,7,66,1.35,M,1,L,5,14,,G,G,,
T70_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,13:34:00,13:46:00,13:55:00,12.7,NA,FC,T70,7,66,1.35,M,2,R,2,5,,G,G,,
T70_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,13:34:00,13:46:00,13:55:00,12.7,NA,FC,T70,7,66,1.35,M,3,L,NA,NA,,P,P,,Fail disregard
T70_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,13:34:00,13:46:00,13:55:00,12.7,NA,FC,T70,7,66,1.35,M,4,R,NA,NA,,P,P,,Fail disregard
T70_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,13:34:00,13:46:00,13:55:00,12.7,NA,FC,T70,7,66,1.35,M,5,L,5,14,,G,G,,
T70_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,13:34:00,13:46:00,13:55:00,12.7,NA,FC,T70,7,66,1.35,M,6,R,4,14,,G,G,,"Mal @10, missed 6-9"
T70_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,13:34:00,13:46:00,13:55:00,12.7,NA,FC,T70,7,66,1.35,M,7,L,NA,NA,,P,P,,Fail disregard
T70_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,13:34:00,13:46:00,13:55:00,12.7,NA,FC,T70,7,66,1.35,M,8,R,NA,NA,,F,P,,
T71_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,13:57:00,14:07:00,14:16:00,12.7,02C1,LT,T71,8,71,2.47,M,1,R,2,5,,G,G,,
T71_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,13:57:00,14:07:00,14:16:00,12.7,02C1,LT,T71,8,71,2.47,M,2,L,6,14,,G,G,,
T71_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,13:57:00,14:07:00,14:16:00,12.7,02C1,LT,T71,8,71,2.47,M,3,R,NA,NA,,P,P,,Fail disregard
T71_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,13:57:00,14:07:00,14:16:00,12.7,02C1,LT,T71,8,71,2.47,M,4,L,NA,NA,,P,P,,Fail disregard
T71_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,13:57:00,14:07:00,14:16:00,12.7,02C1,LT,T71,8,71,2.47,M,5,R,NA,NA,,P,P,1,Fail disregard
T71_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,13:57:00,14:07:00,14:16:00,12.7,02C1,LT,T71,8,71,2.47,M,6,L,NA,NA,,P,P,,Fail disregard
T71_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,13:57:00,14:07:00,14:16:00,12.7,02C1,LT,T71,8,71,2.47,M,7,R,4,14,,G,G,,"Mal @10, missed 6-9"
T71_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,13:57:00,14:07:00,14:16:00,12.7,02C1,LT,T71,8,71,2.47,M,8,L,NA,NA,,P,P,,Fail disregard
T71_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,13:57:00,14:07:00,14:16:00,12.7,02C1,LT,T71,8,71,2.47,M,9,R,2,14,,G,G,,"Mal @10, missed 5-9"
T72_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,14:22:00,14:33:00,14:42:00,12.9,NA,FC,T72,7,72,2.77,M,1,L,5,14,,G,G,1,
T72_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,14:22:00,14:33:00,14:42:00,12.9,NA,FC,T72,7,72,2.77,M,2,R,4,14,,G,G,,"Mal @10, missed 6-9"
T72_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,14:22:00,14:33:00,14:42:00,12.9,NA,FC,T72,7,72,2.77,M,3,L,8,14,,G,P,,
T72_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,14:22:00,14:33:00,14:42:00,12.9,NA,FC,T72,7,72,2.77,M,4,R,0,14,,G,G,,"Mal @10, missed 6-9"
T72_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,14:22:00,14:33:00,14:42:00,12.9,NA,FC,T72,7,72,2.77,M,5,L,6,14,,G,G,,
T72_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,14:22:00,14:33:00,14:42:00,12.9,NA,FC,T72,7,72,2.77,M,6,R,NA,NA,,P,P,,Fail disregard
T72_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,14:22:00,14:33:00,14:42:00,12.9,NA,FC,T72,7,72,2.77,M,7,L,8,14,,G,G,,
T72_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,14:22:00,14:33:00,14:42:00,12.9,NA,FC,T72,7,72,2.77,M,8,R,11,14,,G,G,,
T73_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,14:45:00,14:58:00,15:06:00,13,142,VT,T73,9,76,4.33,F,1,L,5,14,,G,G,,Missed 10-11
T73_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,14:45:00,14:58:00,15:06:00,13,142,VT,T73,9,76,4.33,F,2,R,2,14,,G,G,,"Mal @10, missed 6-9"
T73_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,14:45:00,14:58:00,15:06:00,13,142,VT,T73,9,76,4.33,F,3,L,5,14,,G,G,,
T73_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,14:45:00,14:58:00,15:06:00,13,142,VT,T73,9,76,4.33,F,4,R,NA,NA,,P,P,1,Fail disregard
T73_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,14:45:00,14:58:00,15:06:00,13,142,VT,T73,9,76,4.33,F,5,L,5,14,,G,G,,
T73_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,14:45:00,14:58:00,15:06:00,13,142,VT,T73,9,76,4.33,F,6,R,11,14,,G,G,,
T73_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,14:45:00,14:58:00,15:06:00,13,142,VT,T73,9,76,4.33,F,7,L,NA,NA,,P,P,,Fail disregard
T73_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,14:45:00,14:58:00,15:06:00,13,142,VT,T73,9,76,4.33,F,8,R,4,14,,G,G,,"Mal @10, missed 6-9"
T74_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,15:11:00,15:21:00,15:28:00,12.9,036C,LT,T74,8,73,3.19,M,1,R,NA,NA,,P,P,,Fail disregard
T74_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,15:11:00,15:21:00,15:28:00,12.9,036C,LT,T74,8,73,3.19,M,2,L,NA,NA,,P,P,,Fail disregard
T74_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,15:11:00,15:21:00,15:28:00,12.9,036C,LT,T74,8,73,3.19,M,3,L,NA,NA,,P,P,1,Fail disregard
T74_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,15:11:00,15:21:00,15:28:00,12.9,036C,LT,T74,8,73,3.19,M,4,L,6,14,,G,G,,Missed 7
T74_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,15:11:00,15:21:00,15:28:00,12.9,036C,LT,T74,8,73,3.19,M,5,R,NA,NA,,P,P,,"Panicking, fail disregard"
T74_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,15:11:00,15:21:00,15:28:00,12.9,036C,LT,T74,8,73,3.19,M,6,L,5,14,,F,G,,
T74_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,15:11:00,15:21:00,15:28:00,12.9,036C,LT,T74,8,73,3.19,M,7,R,0,5,,G,G,,
T74_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,15:11:00,15:21:00,15:28:00,12.9,036C,LT,T74,8,73,3.19,M,8,L,5,14,,G,G,,
T74_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, GH, ED",1/22/24,15:11:00,15:21:00,15:28:00,12.9,036C,LT,T74,8,73,3.19,M,9,R,2,14,,G,G,,"Mal @10, missed 6-9"
T75_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, ED ",1/22/24,15:35:00,15:45:00,,12.6,015F,VT,T75,9,68,2.72,M,1,L,5,14,,G,G,,
T75_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, ED ",1/22/24,15:35:00,15:45:00,,12.6,015F,VT,T75,9,68,2.72,M,2,R,0,14,,P,P,,Fail Disregard
T75_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, ED ",1/22/24,15:35:00,15:45:00,,12.6,015F,VT,T75,9,68,2.72,M,3,L,5,14,,G,G,,
