raspPI_filestart,spp,hatchdate,f_status,tagdate,staff,trialdate,accstart,trialstart,trialend,tunneltemp,tagID,treatment,trialID,holdingtank,fl_mm,mass_g,sex,burstnumb,startside,burstFrom,burstTo,stalledAt,burstQual,stimQual,nFalseStart,Notes
T75_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, ED ",1/22/24,15:35:00,15:45:00,,12.6,015F,VT,T75,9,68,2.72,M,4,R,0,14,,N/A,N/A,,Fail disregard 
T76_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, ED ",1/22/24,15:52:00,16:02:00,16:11:00,12.6,NA,FC,T76,7,68,2.54,M,1,L,6,14,,F,P,,
T76_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, ED ",1/22/24,15:52:00,16:02:00,16:11:00,12.6,NA,FC,T76,7,68,2.54,M,2,R,10,14,,G,G,,
T76_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, ED ",1/22/24,15:52:00,16:02:00,16:11:00,12.6,NA,FC,T76,7,68,2.54,M,3,L,0,14,,P,P,,Fail Disregard
T76_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, ED ",1/22/24,15:52:00,16:02:00,16:11:00,12.6,NA,FC,T76,7,68,2.54,M,4,R,4,14,,G,G,,mal @ 10 missed 6-9
T76_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, ED ",1/22/24,15:52:00,16:02:00,16:11:00,12.6,NA,FC,T76,7,68,2.54,M,5,L,0,14,,P,P,,Fail Disregard
T76_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, ED ",1/22/24,15:52:00,16:02:00,16:11:00,12.6,NA,FC,T76,7,68,2.54,M,6,R,11,14,,G,G,,
T76_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, ED ",1/22/24,15:52:00,16:02:00,16:11:00,12.6,NA,FC,T76,7,68,2.54,M,7,L,0,14,,NA,NA,,Fail Disregard
T76_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, ED ",1/22/24,15:52:00,16:02:00,16:11:00,12.6,NA,FC,T76,7,68,2.54,M,8,R,0,14,,P,P,,Fail Disregard
T76_DSExp3_01_22_2024,DS,1/1/23,16,12/21/23,"SG, ED ",1/22/24,15:52:00,16:02:00,16:11:00,12.6,NA,FC,T76,7,68,2.54,M,9,L,5,14,,G,G,,
T77_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG, ED ",1/22/24,9:30:00,9:40:00,9:51:00,12.7,85,VT,T77,9,75,2.55,F,1,L,0,14,,P,P,1,
T77_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG, ED ",1/22/24,9:30:00,9:40:00,9:51:00,12.7,85,VT,T77,9,75,2.55,F,2,R,3,14,,G,G,,"Mal @ 10, missed 6-9 "
T77_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG, ED ",1/22/24,9:30:00,9:40:00,9:51:00,12.7,85,VT,T77,9,75,2.55,F,3,L,10,14,,G,G,,missed 11 
T77_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG, ED ",1/22/24,9:30:00,9:40:00,9:51:00,12.7,85,VT,T77,9,75,2.55,F,4,R,0,14,,P,P,,
T77_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG, ED ",1/22/24,9:30:00,9:40:00,9:51:00,12.7,85,VT,T77,9,75,2.55,F,5,L,5,14,,G,G,1,
T77_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG, ED ",1/22/24,9:30:00,9:40:00,9:51:00,12.7,85,VT,T77,9,75,2.55,F,6,R,5,14,,G,G,,"Mal @ 10, missed 6-9 "
T77_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG, ED ",1/22/24,9:30:00,9:40:00,9:51:00,12.7,85,VT,T77,9,75,2.55,F,7,L,0,14,,P,P,,
T77_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG, ED ",1/22/24,9:30:00,9:40:00,9:51:00,12.7,85,VT,T77,9,75,2.55,F,8,R,4,14,,G,G,,"Mal @ 10, missed 6-9 "
T78_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,9:53:00,10:04:00,10:17:00,12.8,22,VT ,T78 ,9,82,3.95,F ,1,L,0,14,,P ,G,1,
T78_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,9:53:00,10:04:00,10:17:00,12.8,22,VT ,T78 ,9,82,3.95,F ,2,R,2,5,6,G,G,,
T78_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,9:53:00,10:04:00,10:17:00,12.8,22,VT ,T78,9,82,3.95,F ,3,L,0,14,,P ,P,,
T78_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,9:53:00,10:04:00,10:17:00,12.8,22,VT ,T78,9,82,3.95,F ,4,R,3,14,,G,G,,"Mal at 10, missed 6-9 "
T78_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,9:53:00,10:04:00,10:17:00,12.8,22,VT ,T78,9,82,3.95,F ,5,L,5,14,,G,G,,
T78_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,9:53:00,10:04:00,10:17:00,12.8,22,VT ,T78,9,82,3.95,F ,6,R,5,14,,G,G,1,"Mal at 10, missed 6-9 "
T78_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,9:53:00,10:04:00,10:17:00,12.8,22,VT ,T78,9,82,3.95,F ,7,L,5,14,,G,G,,
T78_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,9:53:00,10:04:00,10:17:00,12.8,22,VT ,T78,9,82,3.95,F ,8,R,0,14,,P ,P,,
T80_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,10:48:00,10:59:00,11:12:00,12.7,035D,LT,T80,8,70,3.04,F,1,L,5,14,,G,P,,
T80_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,10:48:00,10:59:00,11:12:00,12.7,035D,LT,T80,8,70,3.04,F,2,R,3,14,,G,G,,"Mal at 10, missed 6-9 "
T80_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,10:48:00,10:59:00,11:12:00,12.7,035D,LT,T80,8,70,3.04,F,3,R,0,14,,P,P,,Fail Disregard 
T80_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,10:48:00,10:59:00,11:12:00,12.7,035D,LT,T80,8,70,3.04,F,4,L,11,14,,G,G,,
T80_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,10:48:00,10:59:00,11:12:00,12.7,035D,LT,T80,8,70,3.04,F,5,R,0,14,,G,G,,"Mal at 10, missed 6-9 "
T80_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,10:48:00,10:59:00,11:12:00,12.7,035D,LT,T80,8,70,3.04,F,6,L,6,14,,G,G,,
T80_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,10:48:00,10:59:00,11:12:00,12.7,035D,LT,T80,8,70,3.04,F,7,R,0,14,,G,G,,
T80_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,10:48:00,10:59:00,11:12:00,12.7,035D,LT,T80,8,70,3.04,F,8,L,0,5,,G,G,,Fail Disregard 
T81_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,11:13:00,11:23:00,11:29:00,12.5,NA,FC,T81,7,76,3.52,M,1,L,6,10,,G,G,1,
T81_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,11:13:00,11:23:00,11:29:00,12.5,NA,FC,T81,7,76,3.52,M,2,R,11,14,,G,P,,
T81_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,11:13:00,11:23:00,11:29:00,12.5,NA,FC,T81,7,76,3.52,M,3,L,6,14,,G,G,,
T81_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,11:13:00,11:23:00,11:29:00,12.5,NA,FC,T81,7,76,3.52,M,4,L,9,14,,G,P,1,
T81_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,11:13:00,11:23:00,11:29:00,12.5,NA,FC,T81,7,76,3.52,M,5,R,0,14,,P,P,,Fail Disregard 
T81_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,11:13:00,11:23:00,11:29:00,12.5,NA,FC,T81,7,76,3.52,M,6,L,0,14,,P,P,2,
T81_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,11:13:00,11:23:00,11:29:00,12.5,NA,FC,T81,7,76,3.52,M,7,R,0,14,,G,G,,"Mal @ 10, missed 6-9"
T81_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,11:13:00,11:23:00,11:29:00,12.5,NA,FC,T81,7,76,3.52,M,8,L,0,14,,P,P,,
T82_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,11:31:00,11:45:00,11:50:00,12.9,247,LT,T82,8,71,2.82,F,1,L,8,14,,G,G,,
T82_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,11:31:00,11:45:00,11:50:00,12.9,247,LT,T82,8,71,2.82,F,2,R,1,14,,G,G,,"Mal @ 10, missed 6-9 "
T82_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,11:31:00,11:45:00,11:50:00,12.9,247,LT,T82,8,71,2.82,F,3,L,0,14,,P,P,,
T82_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,11:31:00,11:45:00,11:50:00,12.9,247,LT,T82,8,71,2.82,F,4,R,11,14,,G,G,,
T82_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,11:31:00,11:45:00,11:50:00,12.9,247,LT,T82,8,71,2.82,F,5,L,5,14,,G,G,,
T82_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,11:31:00,11:45:00,11:50:00,12.9,247,LT,T82,8,71,2.82,F,6,R,0,14,,G,G,,"Mal @ 10, missed 6-9 "
T82_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,11:31:00,11:45:00,11:50:00,12.9,247,LT,T82,8,71,2.82,F,7,L,0,14,,P,P,,Fail Disregard 
T82_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,11:31:00,11:45:00,11:50:00,12.9,247,LT,T82,8,71,2.82,F,8,R,0,14,,P,P,,
T83_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,11:51:00,12:02:00,12:12:00,12.8,02D2,VT,T83,9,65,1.76,M,1,R,0,14,,F,P,,
T83_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,11:51:00,12:02:00,12:12:00,12.8,02D2,VT,T83,9,65,1.76,M,2,L,0,14,,F,P,,
T83_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,11:51:00,12:02:00,12:12:00,12.8,02D2,VT,T83,9,65,1.76,M,3,R,0,14,,P,P,,
T83_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,11:51:00,12:02:00,12:12:00,12.8,02D2,VT,T83,9,65,1.76,M,4,L,0,14,,P,P,,
T83_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,11:51:00,12:02:00,12:12:00,12.8,02D2,VT,T83,9,65,1.76,M,5,R,0,14,,G,G,,"Missed 3-10, near surface "
T83_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,11:51:00,12:02:00,12:12:00,12.8,02D2,VT,T83,9,65,1.76,M,6,L,5,14,,G,G,,
T83_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,11:51:00,12:02:00,12:12:00,12.8,02D2,VT,T83,9,65,1.76,M,7,R,11,14,,G,G,,
T83_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,11:51:00,12:02:00,12:12:00,12.8,02D2,VT,T83,9,65,1.76,M,8,L,6,14,,G,G,,"Missed 7, 11"
T84_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,12:13:00,12:23:00,12:31:00,12.1,NA,FC,T84,7,75,3.54,F,1,L,8,14,,G,G,,
T84_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,12:13:00,12:23:00,12:31:00,12.1,NA,FC,T84,7,75,3.54,F,2,L,5,14,,G,G,,
T84_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,12:13:00,12:23:00,12:31:00,12.1,NA,FC,T84,7,75,3.54,F,3,R,0,14,,P,P,1,
T84_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,12:13:00,12:23:00,12:31:00,12.1,NA,FC,T84,7,75,3.54,F,4,L,0,14,,P,P,,Fail Disregard 
T84_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,12:13:00,12:23:00,12:31:00,12.1,NA,FC,T84,7,75,3.54,F,5,R,0,5,6,G,G,,
T84_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,12:13:00,12:23:00,12:31:00,12.1,NA,FC,T84,7,75,3.54,F,6,L,0,14,,P,P,,Fish not responding well 
T84_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,12:13:00,12:23:00,12:31:00,12.1,NA,FC,T84,7,75,3.54,F,7,R,0,14,,P,P,,
T84_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,12:13:00,12:23:00,12:31:00,12.1,NA,FC,T84,7,75,3.54,F,8,L,0,14,,P,P,,"Fish LOE, euth. Fish has myco throughout body, possibly reject not performing well. "
T85_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,12:32:00,12:42:00,12:53:00,12.2,NA,FC,T85,7,53,0.86,M,1,R,3,14,,G,G,,"Mal @ 10, missed 6-9 "
T85_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,12:32:00,12:42:00,12:53:00,12.2,NA,FC,T85,7,53,0.86,M,2,L,0,14,,P,P,,
T85_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,12:32:00,12:42:00,12:53:00,12.2,NA,FC,T85,7,53,0.86,M,3,L,0,14,,P,P,,Fail-disregard 
T85_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,12:32:00,12:42:00,12:53:00,12.2,NA,FC,T85,7,53,0.86,M,4,R,4,14,,G,G,,"Mal at 10, missed 6-9 "
T85_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,12:32:00,12:42:00,12:53:00,12.2,NA,FC,T85,7,53,0.86,M,5,L,5,14,,G,G,,
T85_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,12:32:00,12:42:00,12:53:00,12.2,NA,FC,T85,7,53,0.86,M,6,R,0,14,,P,P,,Fail Disregard 
T85_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,12:32:00,12:42:00,12:53:00,12.2,NA,FC,T85,7,53,0.86,M,7,L,0,14,,P,P,,Missing lasers 
T85_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,12:32:00,12:42:00,12:53:00,12.2,NA,FC,T85,7,53,0.86,M,8,R,0,14,,P,P,,"Missing lasers, very small fish, causes to miss many lasers"
T86_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,13:07:00,13:18:00,13:25:00,12,01A0,LT,T86,9,75,2.82,M,1,R,0,14,,G,G,,"Mal at 10, missed 6-9 "
T86_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,13:07:00,13:18:00,13:25:00,12,01A0,LT,T86,9,75,2.82,M,2,L,8,14,,G,G,,"Mal at 13, missed 12"
T86_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,13:07:00,13:18:00,13:25:00,12,01A0,LT,T86,9,75,2.82,M,3,R,5,14,,G,G,,Missed 6-12
T86_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,13:07:00,13:18:00,13:25:00,12,01A0,LT,T86,9,75,2.82,M,4,L,0,14,,P,P,,
T86_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,13:07:00,13:18:00,13:25:00,12,01A0,LT,T86,9,75,2.82,M,5,R,4,14,,G,G,,Missed 6-13 
T86_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,13:07:00,13:18:00,13:25:00,12,01A0,LT,T86,9,75,2.82,M,6,R,0,14,,G,P,1,Fail Disregard 
T86_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,13:07:00,13:18:00,13:25:00,12,01A0,LT,T86,9,75,2.82,M,7,L,5,14,,G,G,1,
T86_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,13:07:00,13:18:00,13:25:00,12,01A0,LT,T86,9,75,2.82,M,8,R,0,14,,P,P,,
T87_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,13:30:00,13:41:00,13:51:00,11.8,NA,FC,T87,7,68,2.23,F,1,L,5,14,,G,G,,
T87_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,13:30:00,13:41:00,13:51:00,11.8,NA,FC,T87,7,68,2.23,F,2,R,0,14,,P,P,,
T87_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,13:30:00,13:41:00,13:51:00,11.8,NA,FC,T87,7,68,2.23,F,3,L,5,14,,G,G,,
T87_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,13:30:00,13:41:00,13:51:00,11.8,NA,FC,T87,7,68,2.23,F,4,R,11,14,,G,G,,
T87_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,13:30:00,13:41:00,13:51:00,11.8,NA,FC,T87,7,68,2.23,F,5,L,5,14,,G,G,,
T87_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,13:30:00,13:41:00,13:51:00,11.8,NA,FC,T87,7,68,2.23,F,6,R,0,14,,G,G,,Missed 3-10
T87_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,13:30:00,13:41:00,13:51:00,11.8,NA,FC,T87,7,68,2.23,F,7,L,0,14,,P,P,,
T87_DSExp3_01_23_2024,DS,1/1/23,16,12/21/23,"SG,GH ",1/23/24,13:30:00,13:41:00,13:51:00,11.8,NA,FC,T87,7,68,2.23,F,8,R,0,4,5,G,G,,Laser 6 malfunctioning all day 
T88_DSExp3_01_24_2024,DS,1/1/23,16,12/22/23,"SG,GH ",1/24/24,9:57:00,10:08:00,10:18:00,11.8,06D0,VT,T88,3,65,1.87,M,1,L,0,13,,P,P,,
T88_DSExp3_01_24_2024,DS,1/1/23,16,12/22/23,"SG,GH ",1/24/24,9:57:00,10:08:00,10:18:00,11.8,06D0,VT,T88,3,65,1.87,M,2,R,0,13,,P,P,,Fail disregard 
T88_DSExp3_01_24_2024,DS,1/1/23,16,12/22/23,"SG,GH ",1/24/24,9:57:00,10:08:00,10:18:00,11.8,06D0,VT,T88,3,65,1.87,M,3,L,0,13,,P,P,,
T88_DSExp3_01_24_2024,DS,1/1/23,16,12/22/23,"SG,GH ",1/24/24,9:57:00,10:08:00,10:18:00,11.8,06D0,VT,T88,3,65,1.87,M,4,R,4,10,,G,G,,
T88_DSExp3_01_24_2024,DS,1/1/23,16,12/22/23,"SG,GH ",1/24/24,9:57:00,10:08:00,10:18:00,11.8,06D0,VT,T88,3,65,1.87,M,5,L,0,13,,G,P,,
T88_DSExp3_01_24_2024,DS,1/1/23,16,12/22/23,"SG,GH ",1/24/24,9:57:00,10:08:00,10:18:00,11.8,06D0,VT,T88,3,65,1.87,M,6,R,0,13,,F,P,,"Missed 11,12 "
T88_DSExp3_01_24_2024,DS,1/1/23,16,12/22/23,"SG,GH ",1/24/24,9:57:00,10:08:00,10:18:00,11.8,06D0,VT,T88,3,65,1.87,M,7,L,0,13,,P,P,,
T88_DSExp3_01_24_2024,DS,1/1/23,16,12/22/23,"SG,GH ",1/24/24,9:57:00,10:08:00,10:18:00,11.8,06D0,VT,T88,3,65,1.87,M,8,R,10,13,,G,G,,
T88_DSExp3_01_24_2024,DS,1/1/23,16,12/22/23,"SG,GH ",1/24/24,9:57:00,10:08:00,10:18:00,11.8,06D0,VT,T88,3,65,1.87,M,9,L,7,13,,G,G,,Missed 8-11
T88_DSExp3_01_24_2024,DS,1/1/23,16,12/22/23,"SG,GH ",1/24/24,9:57:00,10:08:00,10:18:00,11.8,06D0,VT,T88,3,65,1.87,M,10,L,10,13,,G,G,,Middle laser turned off (9/7)
T89_DSExp3_01_24_2024,DS,1/1/23,16,12/22/23,"SG,GH ",1/24/24,10:19:00,10:29:00,10:37:00,12.6,021C,LT,T89,2,75,3.21,M,1,L,0,13,,P,P,,Fail disregard 
T89_DSExp3_01_24_2024,DS,1/1/23,16,12/22/23,"SG,GH ",1/24/24,10:19:00,10:29:00,10:37:00,12.6,021C,LT,T89,2,75,3.21,M,2,L,0,13,,P,P,1,
T89_DSExp3_01_24_2024,DS,1/1/23,16,12/22/23,"SG,GH ",1/24/24,10:19:00,10:29:00,10:37:00,12.6,021C,LT,T89,2,75,3.21,M,3,R,0,13,,P,P,,
T89_DSExp3_01_24_2024,DS,1/1/23,16,12/22/23,"SG,GH ",1/24/24,10:19:00,10:29:00,10:37:00,12.6,021C,LT,T89,2,75,3.21,M,4,L,6,13,,G,G,1,
T89_DSExp3_01_24_2024,DS,1/1/23,16,12/22/23,"SG,GH ",1/24/24,10:19:00,10:29:00,10:37:00,12.6,021C,LT,T89,2,75,3.21,M,5,R,4,13,,G,G,,Missed 11 and 12 
T89_DSExp3_01_24_2024,DS,1/1/23,16,12/22/23,"SG,GH ",1/24/24,10:19:00,10:29:00,10:37:00,12.6,021C,LT,T89,2,75,3.21,M,6,L,10,13,,G,G,1,
T89_DSExp3_01_24_2024,DS,1/1/23,16,12/22/23,"SG,GH ",1/24/24,10:19:00,10:29:00,10:37:00,12.6,021C,LT,T89,2,75,3.21,M,7,R,0,13,,F,P,,
T89_DSExp3_01_24_2024,DS,1/1/23,16,12/22/23,"SG,GH ",1/24/24,10:19:00,10:29:00,10:37:00,12.6,021C,LT,T89,2,75,3.21,M,8,R,0,13,,P,P,1,Fail Disregard 
T89_DSExp3_01_24_2024,DS,1/1/23,16,12/22/23,"SG,GH ",1/24/24,10:19:00,10:29:00,10:37:00,12.6,021C,LT,T89,2,75,3.21,M,9,L,2,13,,G,G,,"Missed 5, 6, 8, 9, 10 "
T90_DSExp3_01_24_2024,DS,1/1/23,16,12/22/23,"SG,GH ",1/24/24,10:41:00,10:55:00,11:13:00,12.7,06FC,VT,T90,3,65,1.71,M,1,L,0,13,,P,P,,
T90_DSExp3_01_24_2024,DS,1/1/23,16,12/22/23,"SG,GH ",1/24/24,10:41:00,10:55:00,11:13:00,12.7,06FC,VT,T90,3,65,1.71,M,2,R,0,13,,P,P,,
T90_DSExp3_01_24_2024,DS,1/1/23,16,12/22/23,"SG,GH ",1/24/24,10:41:00,10:55:00,11:13:00,12.7,06FC,VT,T90,3,65,1.71,M,3,L,0,13,,F,P,,Fail disregard
T90_DSExp3_01_24_2024,DS,1/1/23,16,12/22/23,"SG,GH ",1/24/24,10:41:00,10:55:00,11:13:00,12.7,06FC,VT,T90,3,65,1.71,M,4,L,0,13,,P,P,,
T90_DSExp3_01_24_2024,DS,1/1/23,16,12/22/23,"SG,GH ",1/24/24,10:41:00,10:55:00,11:13:00,12.7,06FC,VT,T90,3,65,1.71,M,5,R,0,13,,P,P,,
T90_DSExp3_01_24_2024,DS,1/1/23,16,12/22/23,"SG,GH ",1/24/24,10:41:00,10:55:00,11:13:00,12.7,06FC,VT,T90,3,65,1.71,M,6,L,0,13,,P,P,,
T90_DSExp3_01_24_2024,DS,1/1/23,16,12/22/23,"SG,GH ",1/24/24,10:41:00,10:55:00,11:13:00,12.7,06FC,VT,T90,3,65,1.71,M,7,R,0,13,,P,P,,Fail disregard
T90_DSExp3_01_24_2024,DS,1/1/23,16,12/22/23,"SG,GH ",1/24/24,10:41:00,10:55:00,11:13:00,12.7,06FC,VT,T90,3,65,1.71,M,8,L,0,13,,F,P,,Fail disregard
T90_DSExp3_01_24_2024,DS,1/1/23,16,12/22/23,"SG,GH ",1/24/24,10:41:00,10:55:00,11:13:00,12.7,06FC,VT,T90,3,65,1.71,M,9,L,0,13,,G,G,,
T90_DSExp3_01_24_2024,DS,1/1/23,16,12/22/23,"SG,GH ",1/24/24,10:41:00,10:55:00,11:13:00,12.7,06FC,VT,T90,3,65,1.71,M,10,R,0,13,,P,P,,Fail disregard
T90_DSExp3_01_24_2024,DS,1/1/23,16,12/22/23,"SG,GH ",1/24/24,10:41:00,10:55:00,11:13:00,12.7,06FC,VT,T90,3,65,1.71,M,11,L,0,13,,P,P,,Fail disregard
T90_DSExp3_01_24_2024,DS,1/1/23,16,12/22/23,"SG,GH ",1/24/24,10:41:00,10:55:00,11:13:00,12.7,06FC,VT,T90,3,65,1.71,M,12,L,0,13,,P,P,,
T90_DSExp3_01_24_2024,DS,1/1/23,16,12/22/23,"SG,GH ",1/24/24,10:41:00,10:55:00,11:13:00,12.7,06FC,VT,T90,3,65,1.71,M,13,R,4,10,,G,G,,
T90_DSExp3_01_24_2024,DS,1/1/23,16,12/22/23,"SG,GH ",1/24/24,10:41:00,10:55:00,11:13:00,12.7,06FC,VT,T90,3,65,1.71,M,14,L,0,13,,P,P,,
T90_DSExp3_01_24_2024,DS,1/1/23,16,12/22/23,"SG,GH ",1/24/24,10:41:00,10:55:00,11:13:00,12.7,06FC,VT,T90,3,65,1.71,M,15,R,0,3,,G,G,,
T91_DSExp3_01_24_2024,DS,1/1/23,16,12/22/23,"SG,GH ",1/24/24,11:15:00,11:29:00,11:42:00,12.8,733,LT,T91,2,79,1.66,M,1,R,0,13,,P,P,1,
T91_DSExp3_01_24_2024,DS,1/1/23,16,12/22/23,"SG,GH ",1/24/24,11:15:00,11:29:00,11:42:00,12.8,733,LT,T91,2,79,1.66,M,2,L,2,13,,G,G,,
T91_DSExp3_01_24_2024,DS,1/1/23,16,12/22/23,"SG,GH ",1/24/24,11:15:00,11:29:00,11:42:00,12.8,733,LT,T91,2,79,1.66,M,3,L,0,13,,F,F,,Fail Disregard
T91_DSExp3_01_24_2024,DS,1/1/23,16,12/22/23,"SG,GH ",1/24/24,11:15:00,11:29:00,11:42:00,12.8,733,LT,T91,2,79,1.66,M,4,R,0,13,,P,P,,
