raspPI_filestart,spp,hatchdate,f_status,tagdate,staff,trialdate,accstart,trialstart,trialend,tunneltemp,tagID,treatment,trialID,holdingtank,fl_mm,mass_g,sex,burstnumb,startside,burstFrom,burstTo,stalledAt,burstQual,stimQual,nFalseStart,Notes
T22_DSExp3_12_19_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/19/23,13:58:00,14:09:00,14:21:00,12.5,615,LT,t22,11,81,4.81,F,10,R,,,,P,P,,FISH IS NO LONGER RESPONDING TO STIMULUS
T22_DSExp3_12_19_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/19/23,13:58:00,14:09:00,14:21:00,12.5,615,LT,t22,11,81,4.81,F,11,R,11,14,,G,G,1,
T22_DSExp3_12_19_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/19/23,13:58:00,14:09:00,14:21:00,12.5,615,LT,t22,11,81,4.81,F,12,L,7,14,,G,G,,
T23_DSExp3_12_19_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/19/23,14:23:00,14:33:00,14:43:00,12.7,NA,FC,t23,10,70,2.18,M,1,R,,,,P,P,,FAIL DISREGARD
T23_DSExp3_12_19_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/19/23,14:23:00,14:33:00,14:43:00,12.7,NA,FC,t23,10,70,2.18,M,2,R,,,,P,P,,
T23_DSExp3_12_19_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/19/23,14:23:00,14:33:00,14:43:00,12.7,NA,FC,t23,10,70,2.18,M,3,L,,,,P,G,,
T23_DSExp3_12_19_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/19/23,14:23:00,14:33:00,14:43:00,12.7,NA,FC,t23,10,70,2.18,M,4,L,6,14,,G,G,,LASER 13 MALFUNCTION
T23_DSExp3_12_19_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/19/23,14:23:00,14:33:00,14:43:00,12.7,NA,FC,t23,10,70,2.18,M,5,R,,,,P,P,,FAIL DISREGARD
T23_DSExp3_12_19_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/19/23,14:23:00,14:33:00,14:43:00,12.7,NA,FC,t23,10,70,2.18,M,6,L,4,14,,G,G,,LASER 13 MALFUNCTION; MISSED 6to12
T23_DSExp3_12_19_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/19/23,14:23:00,14:33:00,14:43:00,12.7,NA,FC,t23,10,70,2.18,M,7,L,0,14,,G,G,,LASER 10 AND 13 MALFUNCTION; LONG BREAK BEFORE NEXT BURST
T23_DSExp3_12_19_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/19/23,14:23:00,14:33:00,14:43:00,12.7,NA,FC,t23,10,70,2.18,M,8,L,0,14,,G,G,,
T24_DSExp3_12_19_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/19/23,14:44:00,14:56:00,15:05:00,13,376,LT,t24,11,72,2.35,F,1,L,0,14,,G,G,,LASER 13 MALFUNCTION
T24_DSExp3_12_19_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/19/23,14:44:00,14:56:00,15:05:00,13,376,LT,t24,11,72,2.35,F,2,R,0,14,,F,P,,
T24_DSExp3_12_19_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/19/23,14:44:00,14:56:00,15:05:00,13,376,LT,t24,11,72,2.35,F,3,L,0,14,,G,G,,"LASER 9 MALFUNCTION, MISSED 4to8"
T24_DSExp3_12_19_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/19/23,14:44:00,14:56:00,15:05:00,13,376,LT,t24,11,72,2.35,F,4,R,4,14,,G,G,1,
T24_DSExp3_12_19_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/19/23,14:44:00,14:56:00,15:05:00,13,376,LT,t24,11,72,2.35,F,5,L,2,14,,G,G,,LASER 13 MALFUNCTION. MISSED 12
T24_DSExp3_12_19_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/19/23,14:44:00,14:56:00,15:05:00,13,376,LT,t24,11,72,2.35,F,6,R,,,,P,P,,
T24_DSExp3_12_19_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/19/23,14:44:00,14:56:00,15:05:00,13,376,LT,t24,11,72,2.35,F,7,L,8,14,,G,G,,LASER 13 MALFUNCTION. MISSED 12
T24_DSExp3_12_19_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/19/23,14:44:00,14:56:00,15:05:00,13,376,LT,t24,11,72,2.35,F,8,R,,,,P,P,,
T25_DSExp3_12_19_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/19/23,15:06:00,15:16:00,15:26:00,12.8,NA,FC,t25,10,77,3.03,F,1,R,5,14,,G,G,,
T25_DSExp3_12_19_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/19/23,15:06:00,15:16:00,15:26:00,12.8,NA,FC,t25,10,77,3.03,F,2,L,0,14,,G,G,,"LASER 11 AND 13 MALFUNCTION, MISSED 8to12"
T25_DSExp3_12_19_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/19/23,15:06:00,15:16:00,15:26:00,12.8,NA,FC,t25,10,77,3.03,F,3,R,,,,P,P,,FAIL DISREGARD
T25_DSExp3_12_19_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/19/23,15:06:00,15:16:00,15:26:00,12.8,NA,FC,t25,10,77,3.03,F,4,L,4,14,,G,G,,"LASER 13 MALFUNCTIONED, MISSED 11"
T25_DSExp3_12_19_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/19/23,15:06:00,15:16:00,15:26:00,12.8,NA,FC,t25,10,77,3.03,F,5,R,2,14,,G,G,,
T25_DSExp3_12_19_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/19/23,15:06:00,15:16:00,15:26:00,12.8,NA,FC,t25,10,77,3.03,F,6,L,0,14,,G,G,,"LASER 10 MALFUNCTIONED, MISSED 6to9"
T25_DSExp3_12_19_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/19/23,15:06:00,15:16:00,15:26:00,12.8,NA,FC,t25,10,77,3.03,F,7,R,0,14,,G,G,,"LASER 9 AND 13 MALFUNCTIONED, ISSED 4to8,12"
T25_DSExp3_12_19_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/19/23,15:06:00,15:16:00,15:26:00,12.8,NA,FC,t25,10,77,3.03,F,8,L,0,14,,G,G,,"LASER 13 MALFUNCTIONED, MISSED 12"
T26_DSExp3_12_20_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/20/23,9:00:00,9:17:00,9:27:00,12.8,52,VT,t26,3,73,2.69,M,1,L,3,14,,G,G,,"LONG ACCLIM, FISH SEEMED STRESSED; LASER 11 MALFUNCTION, MISSED 8,9,10"
T26_DSExp3_12_20_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/20/23,9:00:00,9:17:00,9:27:00,12.8,52,VT,t26,3,73,2.69,M,2,L,0,14,,F,P,,"LONG ACCLIM, FISH SEEMED STRESSED;"
T26_DSExp3_12_20_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/20/23,9:00:00,9:17:00,9:27:00,12.8,52,VT,t26,3,73,2.69,M,3,R,4,14,,G,G,,"LONG ACCLIM, FISH SEEMED STRESSED; MISSED 10"
T26_DSExp3_12_20_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/20/23,9:00:00,9:17:00,9:27:00,12.8,52,VT,t26,3,73,2.69,M,4,L,,,,P,P,,"LONG ACCLIM, FISH SEEMED STRESSED; FAIL DISREGARD"
T26_DSExp3_12_20_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/20/23,9:00:00,9:17:00,9:27:00,12.8,52,VT,t26,3,73,2.69,M,5,R,,,,P,P,,"LONG ACCLIM, FISH SEEMED STRESSED;"
T26_DSExp3_12_20_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/20/23,9:00:00,9:17:00,9:27:00,12.8,52,VT,t26,3,73,2.69,M,6,L,,,,P,P,,"LONG ACCLIM, FISH SEEMED STRESSED;"
T26_DSExp3_12_20_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/20/23,9:00:00,9:17:00,9:27:00,12.8,52,VT,t26,3,73,2.69,M,7,R,6,14,,G,G,1,"LONG ACCLIM, FISH SEEMED STRESSED; FISH PANICKING PRE-STIMULUS; MISSED 8to13"
T26_DSExp3_12_20_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/20/23,9:00:00,9:17:00,9:27:00,12.8,52,VT,t26,3,73,2.69,M,8,L,0,3,4,G,F,,"LONG ACCLIM, FISH SEEMED STRESSED;"
T26_DSExp3_12_20_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/20/23,9:00:00,9:17:00,9:27:00,12.8,52,VT,t26,3,73,2.69,M,9,R,4,14,,G,G,,"LONG ACCLIM, FISH SEEMED STRESSED; MISSED 10,11,13"
T27_DSExp3_12_20_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/20/23,9:29:00,9:40:00,9:48:00,12.7,NA,FC,t27,1,67,2.14,M,1,L,2,14,,G,G,,"LASER 11 MALFUNCTIONED; MISSED 3,8,9,10,12"
T27_DSExp3_12_20_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/20/23,9:29:00,9:40:00,9:48:00,12.7,NA,FC,t27,1,67,2.14,M,2,L,0,8,9,G,P,,"EXTRA TIME BEFORE BURST 2; PINNED IN GATE AFTER BURST 1, APPEARS FINE"
T27_DSExp3_12_20_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/20/23,9:29:00,9:40:00,9:48:00,12.7,NA,FC,t27,1,67,2.14,M,3,R,1,14,,G,G,,
T27_DSExp3_12_20_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/20/23,9:29:00,9:40:00,9:48:00,12.7,NA,FC,t27,1,67,2.14,M,4,L,,,,P,P,,
T27_DSExp3_12_20_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/20/23,9:29:00,9:40:00,9:48:00,12.7,NA,FC,t27,1,67,2.14,M,5,R,1,14,,G,G,,"LASER 8 MALFUNCTIONED; MISSED 3to7,11,12"
T27_DSExp3_12_20_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/20/23,9:29:00,9:40:00,9:48:00,12.7,NA,FC,t27,1,67,2.14,M,6,L,,,,P,P,1,FAIL DISREGARD
T27_DSExp3_12_20_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/20/23,9:29:00,9:40:00,9:48:00,12.7,NA,FC,t27,1,67,2.14,M,7,R,,,,P,P,,FAIL DISREGARD
T27_DSExp3_12_20_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/20/23,9:29:00,9:40:00,9:48:00,12.7,NA,FC,t27,1,67,2.14,M,8,R,1,14,,G,G,,"MISSED 2,3,4,12,13"
T28_DSExp3_12_20_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/20/23,9:49:00,10:00:00,10:09:00,12.9,01A8,VT,t28,3,74,2.77,M,1,L,0,14,,G,G,,"LASER 12 MALFUNCTIONED; MISSED 10,11; FISH PANICKING"
T28_DSExp3_12_20_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/20/23,9:49:00,10:00:00,10:09:00,12.9,01A8,VT,t28,3,74,2.77,M,2,R,0,14,,G,G,1,LASER 7 MALFUNCTIONED; MISSED 2to6
T28_DSExp3_12_20_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/20/23,9:49:00,10:00:00,10:09:00,12.9,01A8,VT,t28,3,74,2.77,M,3,L,4,14,,G,G,,LASER 11 MALFUNCTIONED; MISSED 5to10
T28_DSExp3_12_20_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/20/23,9:49:00,10:00:00,10:09:00,12.9,01A8,VT,t28,3,74,2.77,M,4,R,2,14,,G,G,,LASER 13 MALFUNCTIONED; MISSED 12
T28_DSExp3_12_20_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/20/23,9:49:00,10:00:00,10:09:00,12.9,01A8,VT,t28,3,74,2.77,M,5,L,,,,P,P,,
T28_DSExp3_12_20_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/20/23,9:49:00,10:00:00,10:09:00,12.9,01A8,VT,t28,3,74,2.77,M,6,R,6,14,,G,G,,"MISSED 11,12,13"
T28_DSExp3_12_20_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/20/23,9:49:00,10:00:00,10:09:00,12.9,01A8,VT,t28,3,74,2.77,M,7,L,6,14,,G,G,,
T28_DSExp3_12_20_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/20/23,9:49:00,10:00:00,10:09:00,12.9,01A8,VT,t28,3,74,2.77,M,8,R,,,,P,P,,
T29_DSExp3_12_20_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/20/23,10:12:00,10:25:00,,12.7,057F,LT,t29,2,77,2.79,UNK,1,L,11,14,,G,G,,JUMPED OUT OF TUNNEL AFTER 2 BURSTS; EUTHANIZED
T29_DSExp3_12_20_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/20/23,10:12:00,10:25:00,,12.7,057F,LT,t29,2,77,2.79,UNK,2,R,,,,P,P,,JUMPED OUT OF TUNNEL AFTER 2 BURSTS; EUTHANIZED
T29_DSExp3_12_20_2023,DS,1/1/23,16,12/11/23,"SG,KK",12/20/23,10:12:00,10:25:00,,12.7,057F,LT,t29,2,77,2.79,UNK,3,L,,,,P,P,,FAIL DISREGARD
T30_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,10:30:00,10:40:00,10:48:00,12.9,551,LT,t30,2,75,2.81,F,1,R,6,14,,G,G,,
T30_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,10:30:00,10:40:00,10:48:00,12.9,551,LT,t30,2,75,2.81,F,2,L,0,14,,P,P,,"FAIL, DISREGARD, AFTER TRIAL 2 FISH GIVEN LONGER RECOVERY, SINCE THE FISH FISH WAS EXTREMELY STRESSED"
T30_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,10:30:00,10:40:00,10:48:00,12.9,551,LT,t30,2,75,2.81,F,3,L,8,14,,G,G,1,
T30_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,10:30:00,10:40:00,10:48:00,12.9,551,LT,t30,2,75,2.81,F,4,R,0,14,,P,P,,
T30_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,10:30:00,10:40:00,10:48:00,12.9,551,LT,t30,2,75,2.81,F,5,L,3,14,,G,G,1,
T30_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,10:30:00,10:40:00,10:48:00,12.9,551,LT,t30,2,75,2.81,F,6,R,0,14,,P,P,,
T30_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,10:30:00,10:40:00,10:48:00,12.9,551,LT,t30,2,75,2.81,F,7,L,0,14,,P,P,,
T30_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,10:30:00,10:40:00,10:48:00,12.9,551,LT,t30,2,75,2.81,F,8,R,0,14,,G,G,,
T31_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,10:50:00,11:10:00,11:19:00,12.7,258,VT,t31,3,70,2.04,M,1,L,0,14,,P,P,,
T31_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,10:50:00,11:10:00,11:19:00,12.7,258,VT,t31,3,70,2.04,M,2,R,0,14,,P,P,,
T31_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,10:50:00,11:10:00,11:19:00,12.7,258,VT,t31,3,70,2.04,M,3,L,0,14,,P,P,,
T31_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,10:50:00,11:10:00,11:19:00,12.7,258,VT,t31,3,70,2.04,M,4,L,0,14,,F,G,1,
T31_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,10:50:00,11:10:00,11:19:00,12.7,258,VT,t31,3,70,2.04,M,5,R,0,14,,P,P,,
T31_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,10:50:00,11:10:00,11:19:00,12.7,258,VT,t31,3,70,2.04,M,6,L,0,14,,P,P,,FAIL DISREGARD
T31_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,10:50:00,11:10:00,11:19:00,12.7,258,VT,t31,3,70,2.04,M,7,R,0,14,,P,P,,FAIL DISREGARD
T31_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,10:50:00,11:10:00,11:19:00,12.7,258,VT,t31,3,70,2.04,M,8,R,8,14,,G,G,,
T31_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,10:50:00,11:10:00,11:19:00,12.7,258,VT,t31,3,70,2.04,M,9,L,5,11,12,G,P,,
T31_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,10:50:00,11:10:00,11:19:00,12.7,258,VT,t31,3,70,2.04,M,10,R,0,14,,P,P,,FAIL DISREGARD
T31_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,10:50:00,11:10:00,11:19:00,12.7,258,VT,t31,3,70,2.04,M,11,L,9,14,,G,G,,
T32_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,11:21:00,11:31:00,11:38:00,12.7,NA,FC,t32,1,79,4.29,F,1,L,0,14,,P,P,,FAIL DISREGARD
T32_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,11:21:00,11:31:00,11:38:00,12.7,NA,FC,t32,1,79,4.29,F,2,R,1,14,,G,G,,"MISSED 4,5,6,7,8,9,10,11"
T32_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,11:21:00,11:31:00,11:38:00,12.7,NA,FC,t32,1,79,4.29,F,3,L,0,14,,G,G,,"MISSED 4,5,6,7,8,9,10,"
T32_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,11:21:00,11:31:00,11:38:00,12.7,NA,FC,t32,1,79,4.29,F,4,R,2,14,,G,G,,
T32_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,11:21:00,11:31:00,11:38:00,12.7,NA,FC,t32,1,79,4.29,F,5,L,0,14,,F,P,,
T32_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,11:21:00,11:31:00,11:38:00,12.7,NA,FC,t32,1,79,4.29,F,6,R,10,14,,G,G,,
T32_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,11:21:00,11:31:00,11:38:00,12.7,NA,FC,t32,1,79,4.29,F,7,L,2,14,,G,G,,
T32_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,11:21:00,11:31:00,11:38:00,12.7,NA,FC,t32,1,79,4.29,F,8,R,3,7,,G,G,,
T33_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,12:30:00,12:40:00,12:48:00,12.2,NA,FC,t33,1,68,1.94,M,1,L,6,14,,G,G,,"LAZER 12 MALFUNCTIONED, MISSED 10 & 11"
T33_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,12:30:00,12:40:00,12:48:00,12.2,NA,FC,t33,1,68,1.94,M,2,R,7,14,,G,G,,"LAZER 6 MALFUNCTIONED, MISSED 1,2, 3,4,5"
T33_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,12:30:00,12:40:00,12:48:00,12.2,NA,FC,t33,1,68,1.94,M,3,L,4,14,,G,G,,
T33_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,12:30:00,12:40:00,12:48:00,12.2,NA,FC,t33,1,68,1.94,M,4,R,0,14,,G,G,,"LAZER 12 MALFUNCTIONED, MISSED 10 & 11"
T33_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,12:30:00,12:40:00,12:48:00,12.2,NA,FC,t33,1,68,1.94,M,5,L,2,11,,G,G,1,
T33_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,12:30:00,12:40:00,12:48:00,12.2,NA,FC,t33,1,68,1.94,M,6,R,5,14,,G,G,1,"LAZER 12 MALFUNCTIONED, MISSED 10 & 11"
T33_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,12:30:00,12:40:00,12:48:00,12.2,NA,FC,t33,1,68,1.94,M,7,L,0,14,,P,P,2,FAIL DISREGARD
T33_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,12:30:00,12:40:00,12:48:00,12.2,NA,FC,t33,1,68,1.94,M,8,L,3,14,,G,G,,
T34_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,12:49:00,13:02:00,13:09:00,12.7,06EE,LT,t34,2,78,3.28,F,1,R,0,14,,P,P,1,
T34_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,12:49:00,13:02:00,13:09:00,12.7,06EE,LT,t34,2,78,3.28,F,2,L,2,14,,G,G,,
T34_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,12:49:00,13:02:00,13:09:00,12.7,06EE,LT,t34,2,78,3.28,F,3,R,0,14,,P,P,,
T34_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,12:49:00,13:02:00,13:09:00,12.7,06EE,LT,t34,2,78,3.28,F,4,L,1,14,,G,G,,
T34_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,12:49:00,13:02:00,13:09:00,12.7,06EE,LT,t34,2,78,3.28,F,5,R,0,14,,P,P,,
T34_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,12:49:00,13:02:00,13:09:00,12.7,06EE,LT,t34,2,78,3.28,F,6,L,0,14,,G,G,,
T34_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,12:49:00,13:02:00,13:09:00,12.7,06EE,LT,t34,2,78,3.28,F,7,R,0,14,,P,P,,
T34_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,12:49:00,13:02:00,13:09:00,12.7,06EE,LT,t34,2,78,3.28,F,8,L,8,14,,G,G,,
T35_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,13:10:00,13:22:00,13:29:00,12.8,148,VT,t35,3,70,2.32,M,1,L,3,9,10,G,P,,
T35_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,13:10:00,13:22:00,13:29:00,12.8,148,VT,t35,3,70,2.32,M,2,R,9,14,,G,P,,
T35_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,13:10:00,13:22:00,13:29:00,12.8,148,VT,t35,3,70,2.32,M,3,L,0,14,,F,P,,
T35_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,13:10:00,13:22:00,13:29:00,12.8,148,VT,t35,3,70,2.32,M,4,R,0,14,,F,P,,
T35_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,13:10:00,13:22:00,13:29:00,12.8,148,VT,t35,3,70,2.32,M,5,L,0,14,,P,P,,
T35_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,13:10:00,13:22:00,13:29:00,12.8,148,VT,t35,3,70,2.32,M,6,R,0,14,,G,G,,FAIL DISREGARD
T35_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,13:10:00,13:22:00,13:29:00,12.8,148,VT,t35,3,70,2.32,M,7,L,0,14,,G,P,,
T35_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,13:10:00,13:22:00,13:29:00,12.8,148,VT,t35,3,70,2.32,M,8,R,0,14,,P,P,,NO STIM
T36_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,13:31:00,13:42:00,13:50:00,12.6,N/A,FC,t36,1,79,3.79,F,1,L,0,14,,P,P,,FAIL DISREGARD
T36_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,13:31:00,13:42:00,13:50:00,12.6,N/A,FC,t36,1,79,3.79,F,2,L,0,14,,P,P,,
T36_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,13:31:00,13:42:00,13:50:00,12.6,N/A,FC,t36,1,79,3.79,F,3,L,0,14,,P,P,1,FAIL DISREGARD
T36_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,13:31:00,13:42:00,13:50:00,12.6,N/A,FC,t36,1,79,3.79,F,4,L,0,14,,P,P,,"FAIL DISREGARD, VERY GOOD BURST, BUT LAZER MALFUNCTION"
T36_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,13:31:00,13:42:00,13:50:00,12.6,N/A,FC,t36,1,79,3.79,F,5,R,7,14,,G,G,,
T36_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,13:31:00,13:42:00,13:50:00,12.6,N/A,FC,t36,1,79,3.79,F,6,R,5,14,,G,G,,
T36_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,13:31:00,13:42:00,13:50:00,12.6,N/A,FC,t36,1,79,3.79,F,7,L,0,14,,G,G,,
T36_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,13:31:00,13:42:00,13:50:00,12.6,N/A,FC,t36,1,79,3.79,F,8,R,0,14,,P,P,,
T36_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,13:31:00,13:42:00,13:50:00,12.6,N/A,FC,t36,1,79,3.79,F,9,L,0,14,,P,P,,FAIL DISREGARD
T36_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,13:31:00,13:42:00,13:50:00,12.6,N/A,FC,t36,1,79,3.79,F,10,L,0,14,,P,P,,
T37_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,13:51:00,14:02:00,14:15:00,12.9,06CE,VT,t37,3,79,3.32,F,1,L,0,14,,P,P,,FAIL DISREGARD
T37_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,13:51:00,14:02:00,14:15:00,12.9,06CE,VT,t37,3,79,3.32,F,2,R,0,14,,P,P,,
T37_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,13:51:00,14:02:00,14:15:00,12.9,06CE,VT,t37,3,79,3.32,F,3,L,0,14,,P,P,,FAIL DISREGARD
T37_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,13:51:00,14:02:00,14:15:00,12.9,06CE,VT,t37,3,79,3.32,F,4,R,0,14,,P,P,,FAIL DISREGARD
T37_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,13:51:00,14:02:00,14:15:00,12.9,06CE,VT,t37,3,79,3.32,F,5,L,0,14,,P,P,1,FAIL DISREGARD
T37_DSExp3_12_20_2023,DS,1/1/23,16,12/13/23,"SG,KK",12/20/23,13:51:00,14:02:00,14:15:00,12.9,06CE,VT,t37,3,79,3.32,F,6,L,0,14,,P,P,,FAIL DISREGARD
